medication_name,disease_or_context,role,status,phase,notes,source_reference,review_status,official_indication_match,official_indications_summary,official_source_anchor,evidence_review_status,next_review_action,runtime_eligible
Cariprazina,Depressao resistente,potencializacao_conforme_aprovacao_local,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,VRAYLAR® is indicated for: • Treatment of schizophrenia in adult and pediatric patients 13 years of age and older [see Clinical Studies ( 14.1 )],https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b5f7c65-aa2d-452a-b3db-bc85c06ff12f#1 . INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Brexpiprazol,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Rexulti; Stahl; APA; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,REXULTI is indicated for: Adjunctive treatment to antidepressants for major depressive disorder (MDD) in adults Treatment of schizophrenia in adults and pediatric patients ages 13,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2d301358-6291-4ec1-bd87-37b4ad9bd850#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Brexpiprazol,Depressao resistente,potencializacao_antidepressiva,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Rexulti; Stahl; APA; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,REXULTI is indicated for: Adjunctive treatment to antidepressants for major depressive disorder (MDD) in adults Treatment of schizophrenia in adults and pediatric patients ages 13,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2d301358-6291-4ec1-bd87-37b4ad9bd850#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Brexpiprazol,Agitacao associada a demencia Alzheimer,conforme_jurisdicao_e_risco,preliminar_conforme_fonte_mapeada,restrito,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Rexulti; Stahl; APA; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,REXULTI is indicated for: Adjunctive treatment to antidepressants for major depressive disorder (MDD) in adults Treatment of schizophrenia in adults and pediatric patients ages 13,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2d301358-6291-4ec1-bd87-37b4ad9bd850#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Acamprosato,Transtorno por uso de alcool,manutencao_abstinencia,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Campral; NICE alcool; APA Alcohol Use Disorder; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Acamprosate calcium delayed-release tablets are indicated for the maintenance of abstinence from alcohol in patients with alcohol dependence who are abstinent at treatment initiation. Treatment,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2bf6742-4b85-45e2-8daa-0f9bfc75a128#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Acamprosato,Abstinencia alcoolica aguda,nao_indicado,preliminar_conforme_fonte_mapeada,bloqueado,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Campral; NICE alcool; APA Alcohol Use Disorder; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Acamprosate calcium delayed-release tablets are indicated for the maintenance of abstinence from alcohol in patients with alcohol dependence who are abstinent at treatment initiation. Treatment,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2bf6742-4b85-45e2-8daa-0f9bfc75a128#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Dissulfiram,Transtorno por uso de alcool,manutencao_supervisionada,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Antabuse; NICE alcool; APA; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Disulfiram is an aid in the management of selected chronic alcohol patients who wantto remain in a state of enforced sobriety so that supportive and,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d3832a1a-a140-49c1-a7df-134fa81341e3#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Dissulfiram,Intoxicacao alcoolica,nao_usar,preliminar_conforme_fonte_mapeada,bloqueado,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Antabuse; NICE alcool; APA; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Disulfiram is an aid in the management of selected chronic alcohol patients who wantto remain in a state of enforced sobriety so that supportive and,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d3832a1a-a140-49c1-a7df-134fa81341e3#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Naloxona,Overdose por opioides,reversao_emergencial,preliminar_conforme_fonte_mapeada,urgencia,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Narcan e formulacoes injetaveis; WHO overdose; protocolos de emergencia,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Buprenorphine and Naloxone Sublingual Tablets are indicated for the maintenance treatment of opioid dependence. Buprenorphine and Naloxone Sublingual Tablets should be used as part of,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2e807ed0-6df3-47b5-b7ee-b421c5bf0aa7#1 INDICATIONS & USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Naloxona,Depressao respiratoria por opioides,reversao_emergencial,preliminar_conforme_fonte_mapeada,urgencia,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Narcan e formulacoes injetaveis; WHO overdose; protocolos de emergencia,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Buprenorphine and Naloxone Sublingual Tablets are indicated for the maintenance treatment of opioid dependence. Buprenorphine and Naloxone Sublingual Tablets should be used as part of,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2e807ed0-6df3-47b5-b7ee-b421c5bf0aa7#1 INDICATIONS & USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Buprenorfina,Transtorno por uso de opioides,inducao_e_manutencao,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.","FDA/Subutex, Suboxone, Sublocade, Brixadi; SAMHSA/ASAM; Anvisa",REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Buprenorphine and Naloxone Sublingual Tablets are indicated for the maintenance treatment of opioid dependence. Buprenorphine and Naloxone Sublingual Tablets should be used as part of,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2e807ed0-6df3-47b5-b7ee-b421c5bf0aa7#1 INDICATIONS & USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Buprenorfina,Dor,formulacao_e_dose_especifica,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.","FDA/Subutex, Suboxone, Sublocade, Brixadi; SAMHSA/ASAM; Anvisa",REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Buprenorphine and Naloxone Sublingual Tablets are indicated for the maintenance treatment of opioid dependence. Buprenorphine and Naloxone Sublingual Tablets should be used as part of,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2e807ed0-6df3-47b5-b7ee-b421c5bf0aa7#1 INDICATIONS & USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Metadona,Transtorno por uso de opioides,tratamento_regulado,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Dolophine ou Methadose; SAMHSA/ASAM; WHO; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Conditions for Distribution and Use of Methadone Products for the Treatment of Opioid Addiction,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=13541167-95f4-4cb9-9d7d-3c1aced5c5f6#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Metadona,Dor cronica,uso_selecionado,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Dolophine ou Methadose; SAMHSA/ASAM; WHO; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Conditions for Distribution and Use of Methadone Products for the Treatment of Opioid Addiction,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=13541167-95f4-4cb9-9d7d-3c1aced5c5f6#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Donepezila,Doenca de Alzheimer,tratamento_cognitivo,preliminar_conforme_fonte_mapeada,leve_a_grave_conforme_formulacao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Aricept; NICE demencia; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,"ARICEPT is indicated for the treatment of dementia of the Alzheimer’s type. Efficacy has been demonstrated in patients with mild, moderate, and severe Alzheimer’s disease.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=98e451e1-e4d7-4439-a675-c5457ba20975#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Donepezila,Delirium agudo,nao_trata,preliminar_conforme_fonte_mapeada,bloqueado,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Aricept; NICE demencia; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,"ARICEPT is indicated for the treatment of dementia of the Alzheimer’s type. Efficacy has been demonstrated in patients with mild, moderate, and severe Alzheimer’s disease.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=98e451e1-e4d7-4439-a675-c5457ba20975#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Rivastigmina,Doenca de Alzheimer,tratamento_cognitivo,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Exelon; NICE demencia; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Alzheimer’s Disease | Parkinson’s Disease Dementia,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=52781229-ee82-43f9-a113-4419a611978d#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Rivastigmina,Demencia associada a Parkinson,tratamento_cognitivo,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Exelon; NICE demencia; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Alzheimer’s Disease | Parkinson’s Disease Dementia,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=52781229-ee82-43f9-a113-4419a611978d#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Galantamina,Doenca de Alzheimer,tratamento_cognitivo,preliminar_conforme_fonte_mapeada,leve_a_moderado,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Razadyne; NICE demencia; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Galantamine tablets are indicated for the treatment of mild to moderate dementia of the Alzheimer’s type.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=18fd8860-d9ab-1b17-e063-6294a90aad9a#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Galantamina,Delirium,nao_indicado,preliminar_conforme_fonte_mapeada,bloqueado,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Razadyne; NICE demencia; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Galantamine tablets are indicated for the treatment of mild to moderate dementia of the Alzheimer’s type.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=18fd8860-d9ab-1b17-e063-6294a90aad9a#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Memantina,Doenca de Alzheimer,tratamento_cognitivo,preliminar_conforme_fonte_mapeada,moderado_a_grave,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Namenda; NICE demencia; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Memantine hydrochloride USP is indicated for the treatment of moderate to severe dementia of the Alzheimer’s type.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=becb09dc-174d-4817-88d4-f38c8adcd309#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Memantina,Associacao com inibidor acetilcolinesterase,conforme_contexto,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Namenda; NICE demencia; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Memantine hydrochloride USP is indicated for the treatment of moderate to severe dementia of the Alzheimer’s type.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=becb09dc-174d-4817-88d4-f38c8adcd309#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Prometazina,Alergia/nausea/sedacao,conforme_bula,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Phenergan; Anvisa; protocolos de agitacao; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Promethazine hydrochloride and dextromethorphan hydrobromide oral solution is indicated for the temporary relief of coughs and upper respiratory symptoms associated with allergy or the common,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3983d6d3-8bf4-4a88-962f-9bf72fd6e685#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Prometazina,Agitacao aguda,componente_de_protocolo_selecionado,preliminar_conforme_fonte_mapeada,urgencia,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Phenergan; Anvisa; protocolos de agitacao; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Promethazine hydrochloride and dextromethorphan hydrobromide oral solution is indicated for the temporary relief of coughs and upper respiratory symptoms associated with allergy or the common,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3983d6d3-8bf4-4a88-962f-9bf72fd6e685#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
