medication_id,medication_name,drug_class,condition_or_context,condition_key,dose_effect_band,dose_effect_min,dose_effect_max,dose_effect_goal,dominant_effect,mechanism_or_target,condition_range,condition_range_min,condition_range_max,range_source,strategy_if_below_range,strategy_if_within_range_partial_response,strategy_if_within_range_no_response,strategy_if_above_range,strategy_if_range_missing,dose_effect_source,evidence_status,notes
venlafaxina_xr,Venlafaxina XR,SNRI,TDPM,TDPM,"37,5 mg/dia: titulação inicial. (DM/ST-E/GG)",37.5,37.5,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",75-150 (TM/T1),75,150,TM/Aba 1/TDPM,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,ideacao suicida,ideacao_suicida,"37,5 mg/dia: titulação inicial. (DM/ST-E/GG)",37.5,37.5,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",150-225 (TM/T1),150,225,TM/Aba 1/ideacao suicida,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,Fibromialgia,,"37,5 mg/dia: titulação inicial. (DM/ST-E/GG)",37.5,37.5,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,Enxaqueca - prevencao,,"37,5 mg/dia: titulação inicial. (DM/ST-E/GG)",37.5,37.5,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,TAG,TAG,75 mg/dia: predomínio serotoninérgico. (DM/ST-E/GG),75,75,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",75-225 (TM/T1),75,225,TM/Aba 1/TAG,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,panico,panico,75 mg/dia: predomínio serotoninérgico. (DM/ST-E/GG),75,75,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",75-225 (TM/T1),75,225,TM/Aba 1/panico,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,transtorno de estresse,transtorno_de_estresse,75 mg/dia: predomínio serotoninérgico. (DM/ST-E/GG),75,75,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",75-225 (TM/T1),75,225,TM/Aba 1/transtorno de estresse,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,fobias,fobias,75 mg/dia: predomínio serotoninérgico. (DM/ST-E/GG),75,75,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",75-150 (TM/T1),75,150,TM/Aba 1/fobias,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,fobia social,fobia_social,75 mg/dia: predomínio serotoninérgico. (DM/ST-E/GG),75,75,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",75-225 (TM/T1),75,225,TM/Aba 1/fobia social,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,TOC,TOC,75 mg/dia: predomínio serotoninérgico. (DM/ST-E/GG),75,75,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",225-300 (TM/T1),225,300,TM/Aba 1/TOC,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,depressao melancolica,depressao_melancolica,75 mg/dia: predomínio serotoninérgico. (DM/ST-E/GG),75,75,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",150-300 (TM/T1),150,300,TM/Aba 1/depressao melancolica,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,depressao ansiosa,depressao_ansiosa,75 mg/dia: predomínio serotoninérgico. (DM/ST-E/GG),75,75,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",75-225 (TM/T1),75,225,TM/Aba 1/depressao ansiosa,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,depressao com agitacao/agressividade,depressao_com_agitacao_agressiva,75 mg/dia: predomínio serotoninérgico. (DM/ST-E/GG),75,75,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",150-300 (TM/T1),150,300,TM/Aba 1/depressao com agitacao/agressividade,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,depressao atipica,depressao_atipica,75 mg/dia: predomínio serotoninérgico. (DM/ST-E/GG),75,75,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",75-225 (TM/T1),75,225,TM/Aba 1/depressao atipica,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,dor,dor,75 mg/dia: predomínio serotoninérgico. (DM/ST-E/GG),75,75,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",150-225 (TM/T1),150,225,TM/Aba 1/dor,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,vicios,vicios,75 mg/dia: predomínio serotoninérgico. (DM/ST-E/GG),75,75,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",150-225 (TM/T1),150,225,TM/Aba 1/vicios,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,compulsao,compulsao,75 mg/dia: predomínio serotoninérgico. (DM/ST-E/GG),75,75,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",150-300 (TM/T1),150,300,TM/Aba 1/compulsao,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,bulimia/anorexia,bulimia_anorexia,75 mg/dia: predomínio serotoninérgico. (DM/ST-E/GG),75,75,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",B 150-300 / A 75-150 (TM/T1),75,300,TM/Aba 1/bulimia/anorexia,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,TDPM,TDPM,75 mg/dia: predomínio serotoninérgico. (DM/ST-E/GG),75,75,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",75-150 (TM/T1),75,150,TM/Aba 1/TDPM,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
venlafaxina_xr,Venlafaxina XR,SNRI,ideacao suicida,ideacao_suicida,75 mg/dia: predomínio serotoninérgico. (DM/ST-E/GG),75,75,"energia, ansiedade, humor, dor","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",150-225 (TM/T1),150,225,TM/Aba 1/ideacao suicida,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
