medication_name,drug_class,condition_or_context,condition_key,audit_status,condition_range,dose_effect_min,dose_effect_max,range_source,dose_effect_source,missing_fields
Buspirona,Ansiolitico nao benzodiazepinico,Crise de panico aguda,panico,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,2,60,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f101c5f3-d533-474d-a8bf-90d054933d16,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Buspirona,Ansiolitico nao benzodiazepinico,Depressao,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,2,60,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f101c5f3-d533-474d-a8bf-90d054933d16,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Metilfenidato IR,Estimulante TDAH,TDAH,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,60,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Ritalin; Anvisa; NICE ADHD; AAP; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=defc1205-8e90-4b1e-b862-05e4c35c7364,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Metilfenidato IR,Estimulante TDAH,Narcolepsia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,60,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Ritalin; Anvisa; NICE ADHD; AAP; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=defc1205-8e90-4b1e-b862-05e4c35c7364,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Metilfenidato IR,Estimulante TDAH,Depressao resistente/fadiga,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,60,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Ritalin; Anvisa; NICE ADHD; AAP; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=defc1205-8e90-4b1e-b862-05e4c35c7364,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Metilfenidato LP,Estimulante TDAH,TDAH,,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Concerta e rotulo especifico; Anvisa; NICE ADHD; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=defc1205-8e90-4b1e-b862-05e4c35c7364,condition_key | dose_effect_band | dose_effect_min | dose_effect_max | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Lisdexanfetamina,Estimulante TDAH,TDAH,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,30,70,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Vyvanse; Anvisa; NICE ADHD; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c56b4712-2fb8-4c7a-bfbd-0401d9f5f92a,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Lisdexanfetamina,Estimulante TDAH,Transtorno de compulsao alimentar,compulsao,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,30,70,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Vyvanse; Anvisa; NICE ADHD; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c56b4712-2fb8-4c7a-bfbd-0401d9f5f92a,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Lisdexanfetamina,Estimulante TDAH,Emagrecimento isolado,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,30,70,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Vyvanse; Anvisa; NICE ADHD; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c56b4712-2fb8-4c7a-bfbd-0401d9f5f92a,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Atomoxetina,Nao estimulante TDAH,TDAH,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,40,100,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Strattera; Anvisa; NICE ADHD; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=309de576-c318-404a-bc15-660c2b1876fb,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Atomoxetina,Nao estimulante TDAH,Uso indevido de estimulantes - preocupacao,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,40,100,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Strattera; Anvisa; NICE ADHD; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=309de576-c318-404a-bc15-660c2b1876fb,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Guanfacina XR,Agonista alfa-2A TDAH,TDAH,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,4,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Intuniv; NICE ADHD; bula especifica; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35d3c996-1755-c017-e063-6294a90abc1f,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Clonidina,Agonista alfa-2 TDAH/autonomico,TDAH,,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Kapvay ou Onyda XR; NICE ADHD; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=32d72d7b-5881-f431-e063-6394a90a3547,condition_key | dose_effect_band | dose_effect_min | dose_effect_max | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Clonidina,Agonista alfa-2 TDAH/autonomico,Sintomas autonomicos de abstinencia,,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Kapvay ou Onyda XR; NICE ADHD; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=32d72d7b-5881-f431-e063-6394a90a3547,condition_key | dose_effect_band | dose_effect_min | dose_effect_max | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Clonidina,Agonista alfa-2 TDAH/autonomico,Insonia associada ao TDAH,,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Kapvay ou Onyda XR; NICE ADHD; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=32d72d7b-5881-f431-e063-6394a90a3547,condition_key | dose_effect_band | dose_effect_min | dose_effect_max | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Paliperidona,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,2,12,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Invega e Invega Sustenna/Trinza/Hafyera; Anvisa; APA/NICE psicose; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=71985eb4-07df-41c9-8b9a-85f39e92b7d0,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Paliperidona,Antipsicotico atipico,Transtorno esquizoafetivo,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,2,12,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Invega e Invega Sustenna/Trinza/Hafyera; Anvisa; APA/NICE psicose; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=71985eb4-07df-41c9-8b9a-85f39e92b7d0,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Ziprasidona,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,20,80,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Geodon; Anvisa; CANMAT/ISBD; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b1f52226-4fb4-48bf-8bfd-0c9df6ca02fa,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Ziprasidona,Antipsicotico atipico,Transtorno bipolar - mania/hipomania,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,20,80,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Geodon; Anvisa; CANMAT/ISBD; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b1f52226-4fb4-48bf-8bfd-0c9df6ca02fa,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Ziprasidona,Antipsicotico atipico,Agitacao aguda,depressao_com_agitacao_agressiva,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,20,80,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Geodon; Anvisa; CANMAT/ISBD; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b1f52226-4fb4-48bf-8bfd-0c9df6ca02fa,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Amissulprida,Antipsicotico D2/D3,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,50,1200,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,European/UK SmPC; Anvisa; Maudsley; Stahl; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ab23bc6e-b6a8-165f-e053-2a95a90ab144,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Amissulprida,Antipsicotico D2/D3,Sintomas negativos/depressivos,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,50,1200,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,European/UK SmPC; Anvisa; Maudsley; Stahl; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ab23bc6e-b6a8-165f-e053-2a95a90ab144,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Sulpirida,Antipsicotico D2/D3,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,400,800,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,European/UK SmPC; Anvisa; BNF; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=50a8c251-35ab-41f5-b7b7-3a4dd2222906,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Sulpirida,Antipsicotico D2/D3,Depressao,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,400,800,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,European/UK SmPC; Anvisa; BNF; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=50a8c251-35ab-41f5-b7b7-3a4dd2222906,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Asenapina,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,10,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Saphris; EMA/Sycrest; CANMAT/ISBD; Stahl; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5429f134-839f-4ffc-9944-55f51238def8,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Asenapina,Antipsicotico atipico,Transtorno bipolar - mania/hipomania,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,10,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Saphris; EMA/Sycrest; CANMAT/ISBD; Stahl; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5429f134-839f-4ffc-9944-55f51238def8,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Cariprazina,Antipsicotico atipico parcial D3/D2,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1.5,6,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b5f7c65-aa2d-452a-b3db-bc85c06ff12f,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Cariprazina,Antipsicotico atipico parcial D3/D2,Transtorno bipolar - mania/hipomania,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1.5,6,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b5f7c65-aa2d-452a-b3db-bc85c06ff12f,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Cariprazina,Antipsicotico atipico parcial D3/D2,Transtorno bipolar - episodio depressivo,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1.5,6,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b5f7c65-aa2d-452a-b3db-bc85c06ff12f,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Cariprazina,Antipsicotico atipico parcial D3/D2,Depressao resistente,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1.5,6,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b5f7c65-aa2d-452a-b3db-bc85c06ff12f,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Brexpiprazol,Antipsicotico atipico parcial D2/5HT1A,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.5,4,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Rexulti; Stahl; APA; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2d301358-6291-4ec1-bd87-37b4ad9bd850,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Brexpiprazol,Antipsicotico atipico parcial D2/5HT1A,Depressao resistente,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.5,4,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Rexulti; Stahl; APA; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2d301358-6291-4ec1-bd87-37b4ad9bd850,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Brexpiprazol,Antipsicotico atipico parcial D2/5HT1A,Agitacao associada a demencia Alzheimer,depressao_com_agitacao_agressiva,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.5,4,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Rexulti; Stahl; APA; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2d301358-6291-4ec1-bd87-37b4ad9bd850,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Acamprosato,Dependencia quimica,Transtorno por uso de alcool,vicios,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,666,666,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Campral; NICE alcool; APA Alcohol Use Disorder; Anvisa; DM:PENDENTE_PESQUISAR; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2bf6742-4b85-45e2-8daa-0f9bfc75a128,dose_effect_band | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source | dose_effect_source
Acamprosato,Dependencia quimica,Abstinencia alcoolica aguda,vicios,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,666,666,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Campral; NICE alcool; APA Alcohol Use Disorder; Anvisa; DM:PENDENTE_PESQUISAR; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2bf6742-4b85-45e2-8daa-0f9bfc75a128,dose_effect_band | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source | dose_effect_source
Dissulfiram,Dependencia quimica,Transtorno por uso de alcool,vicios,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,125,500,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Antabuse; NICE alcool; APA; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d3832a1a-a140-49c1-a7df-134fa81341e3,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Dissulfiram,Dependencia quimica,Intoxicacao alcoolica,vicios,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,125,500,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Antabuse; NICE alcool; APA; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d3832a1a-a140-49c1-a7df-134fa81341e3,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Naloxona,Antagonista opioide emergencia,Overdose por opioides,,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Narcan e formulacoes injetaveis; WHO overdose; protocolos de emergencia; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2e807ed0-6df3-47b5-b7ee-b421c5bf0aa7,condition_key | dose_effect_band | dose_effect_min | dose_effect_max | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Naloxona,Antagonista opioide emergencia,Depressao respiratoria por opioides,depressao_ansiosa,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Narcan e formulacoes injetaveis; WHO overdose; protocolos de emergencia; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2e807ed0-6df3-47b5-b7ee-b421c5bf0aa7,dose_effect_band | dose_effect_min | dose_effect_max | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Buprenorfina,Agonista parcial opioide,Transtorno por uso de opioides,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,8,24,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Subutex, Suboxone, Sublocade, Brixadi; SAMHSA/ASAM; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2e807ed0-6df3-47b5-b7ee-b421c5bf0aa7",condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Buprenorfina,Agonista parcial opioide,Dor,dor,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,8,24,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Subutex, Suboxone, Sublocade, Brixadi; SAMHSA/ASAM; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2e807ed0-6df3-47b5-b7ee-b421c5bf0aa7",dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Metadona,Agonista opioide,Transtorno por uso de opioides,,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Dolophine ou Methadose; SAMHSA/ASAM; WHO; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=13541167-95f4-4cb9-9d7d-3c1aced5c5f6,condition_key | dose_effect_band | dose_effect_min | dose_effect_max | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Metadona,Agonista opioide,Dor cronica,dor,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Dolophine ou Methadose; SAMHSA/ASAM; WHO; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=13541167-95f4-4cb9-9d7d-3c1aced5c5f6,dose_effect_band | dose_effect_min | dose_effect_max | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Donepezila,Inibidor acetilcolinesterase,Doenca de Alzheimer,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,23,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Aricept; NICE demencia; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=98e451e1-e4d7-4439-a675-c5457ba20975,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
